month_date_yyyymm,state,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy
201906,wyoming,259900,0.0044,0,3478,0.0633,-0.1395,1216,0.1969,0.1429,20,0,-0.5455,120.0194679,0.0025,0.0242,2121,-0.0033,-0.0199,575235.3876,0.0836,0.1881
201906,new york,495000,-0.004,0.1024,76249,0.0512,0.0403,23108,-0.0811,-0.018,672,-0.1472,-0.2329,163,-0.0042,0.1014,1514,0.0093,-0.0092,1078992.682,-0.0163,0.0077
201906,michigan,230000,4.00E-04,0.0824,38901,0.1145,0.0182,18496,0.0443,0.025,384,-0.1579,-0.3287,128.7987874,0.0045,0.0722,1728,0.0082,0.0219,322670.8284,-0.0026,0.0422
201906,new jersey,397312,0.0202,0.0858,51575,0.0182,0.012,17400,-0.1139,-0.024,432,-0.0357,-0.2895,50,0.3514,0.7857,720,0.1803,0.2457,559944.2116,0.0037,0.0403
201906,kentucky,219900,0.0043,0.1023,14645,0.0383,-0.0503,5460,0.024,-0.056,148,0.0882,-0.0513,102.9614325,0.011,0.1065,1930,0.0118,0.0663,288414.7845,0.0017,0.0544
201906,california,588000,0.0191,0.0595,87168,0.0243,0.0858,44056,-0.072,-0.0594,1812,-0.0341,-0.0403,313.9375,0.0072,0.059,1880,0.0043,-0.0042,1095004.304,0.0098,0.0465
201906,new hampshire,349900,0,0.0769,5764,0.1155,-0.1264,2928,0.0167,-0.0603,80,0.1111,-0.0476,170.5546916,-0.0037,0.059,2015,0,0.0218,461306.9279,0.0038,0.0716
201906,indiana,219900,0.0113,0.158,17498,0.0511,-0.1332,8544,0.0109,-0.1174,192,-0.0769,-0.4074,97.94117647,0.0025,0.069,2048,0.0034,0.0317,286743.8168,0.0042,0.0948
201906,nebraska,248038,-0.0141,0.0378,5427,0.0643,0.07,2644,-0.0265,0.003,104,0.2381,0.1304,116.7978357,-0.0103,0.0323,1972,-0.0113,0.039,294070.5228,-0.0061,0.0083
201906,tennessee,295000,3.00E-04,0.093,27020,0.0234,-0.0529,11124,-0.0649,-0.0761,564,-0.1296,-0.302,126.9047619,-0.0033,0.0829,2080,0.0034,0.0421,403406.9716,0.0075,0.1025
201906,utah,419800,0.0073,0.0521,12577,0.0595,0.1271,5960,0.0034,0.0095,612,0.1953,-0.0437,156.366344,0.007,0.0872,2704,-0.0022,-0.0367,676046.1396,0.004,0.0077
201906,georgia,299900,0.003,0.003,73530,0.0164,0.1421,27624,-0.0723,0.0035,2336,0.0429,-0.1728,108.09375,0.0123,0.0258,2040,0.0129,-0.0621,403601.248,0.0023,0.0073
201906,west virginia,175360,0.0023,0.0376,8073,0.0428,-0.06,2004,-0.067,-0.0529,88,0.4667,0.1,87.06445993,0.0067,0.0281,1680,0,0.0096,237364.496,0.0012,0.028
201906,arkansas,196608,0.0172,0.0773,15032,0.0036,-0.0767,4356,0.0342,-0.0018,112,0,-0.1765,96.61654135,0.0111,0.0676,1926,0.0023,0.07,266728.1032,0.0079,0.0637
201906,minnesota,295000,-0.0134,0.0208,22493,0.104,0.1141,11552,-0.0116,0.1121,232,-0.0333,-0.2055,144.0234375,-0.0014,0.0359,2036,-0.0022,-0.0351,381372.915,-0.0071,2.00E-04
201906,oklahoma,209900,0,0.1047,15221,0.0147,-0.1556,5280,-0.0531,-0.1135,144,-0.1628,-0.4462,103.2608696,8.00E-04,0.0655,1952,0.0013,0.0274,282948.2472,0.0088,0.0889
201906,oregon,429900,0.0021,0,17932,0.1372,0.0713,8448,-0.0145,0.0435,432,0.4026,0.2135,219.1697761,-0.0017,0.0284,2000,0.0065,-0.0123,558161.7108,-0.0056,-0.0168
201906,washington,482490,0.0052,0.1092,18666,0.1232,0.1071,11224,-0.0374,-0.131,352,-0.2,-0.3577,229.1914062,0.0028,0.1256,2078,-7.00E-04,-0.0133,669300.0458,-0.0094,0.0791
201906,hawaii,699000,0.0037,0.013,6000,-0.0115,0.0891,1764,-0.0023,0.0376,48,0,-0.3684,509.2592593,0.0037,0.0167,1344,-0.011,-0.0183,1339607.89,-0.0037,0.0378
201906,arizona,357000,0.0156,0.0657,24489,-0.0473,-0.0087,10072,-0.1084,-0.044,1124,0.2601,-0.1637,174,0.0073,0.0585,2126,0.0059,0.0066,551964.5082,0.0011,0.0594
201906,pennsylvania,225000,2.00E-04,0.047,44405,0.0425,-0.0628,17068,-0.0549,-0.015,592,-0.0452,-0.1732,99.875,0.0055,0.0444,1552,0.0065,0.0052,319940.3356,-0.0034,0.0411
201906,north dakota,239900,0,-4.00E-04,3886,0.0638,0.0224,1172,-0.1254,0.0209,28,-0.3,-0.4167,112.6760563,0.0062,0.0015,2142,0.0021,-0.0037,284750.0966,0.0023,0.0068
201905,arizona,351500,0.0044,0.0361,25704,-0.0322,0.027,11296,-0.0316,-0.016,892,0.0721,-0.3536,172.7421875,0.0062,0.0522,2113.5,-0.0012,-0.0077,551332.1836,0.0016,0.0361
201905,missouri,214950,0.0309,0.1029,22024,0.0337,-0.0898,9196,0.0155,-0.0624,380,0.3194,-0.2748,109.8052885,0.0181,0.1656,1797,0.0181,0.0681,285289.5618,0.0197,0.0445
201905,montana,360000,0.0142,0.03,6634,0.0836,-0.1001,2264,0.1816,-0.0471,52,-0.0714,-0.35,167.7561909,0.0034,0.0653,2185,0.012,-0.0104,610747.2791,-0.0069,0.0193
201905,new york,497000,0.018,0.1047,72536,0.0764,0.0557,25148,0.1324,0.0286,788,0.3133,-0.039,163.6875,0.0124,0.107,1500,-0.0053,-0.005,1096895.496,0.0013,-0.018
201905,rhode island,372449.5,0.0136,0.0069,3600,0.0753,0.1254,1944,0.0362,-0.0061,12,0.5,-0.625,217.415013,0.0056,0.0163,1663.5,0.0127,-0.0125,599703.1201,0.0216,0.0111
201905,arkansas,193282,0.0178,0.0741,14978,0.0017,-0.0535,4212,-0.0581,-0.069,112,-0.2632,-0.2222,95.55735931,0.009,0.0611,1921.5,0.0191,0.072,264637.7485,0.0192,0.0627
201905,wisconsin,259900,0.0194,0.0966,19102,-0.0694,-0.0526,8580,-0.3942,-0.0505,184,0,-0.1321,132.9791667,0.009,0.0715,1836.5,0.0105,0.0203,342931.7484,0.005,0.0867
201905,north dakota,239900,5.00E-04,0,3653,0.0947,0.0325,1340,0.1713,0.0806,40,0.4286,0.1111,111.9797966,-0.0018,-0.0058,2137.5,0.0079,7.00E-04,284085.5499,-0.006,0.0105
201905,nebraska,251590,-7.00E-04,0.0487,5099,0.1273,0.1075,2716,0.0446,0.0881,84,-0.475,0.1053,118.0080819,-0.0141,0.036,1994.5,0.0412,0.0623,295861.6771,0.0125,0.008
201905,minnesota,299000,-0.0015,0.033,20375,0.138,0.1376,11688,0.3097,0.126,240,0.0526,-0.1304,144.2307692,0,0.0409,2040.5,-3.00E-04,-0.0373,384116.5846,-0.008,-0.0059
201905,kentucky,218950,0.0426,0.103,14105,0.0285,-0.0305,5332,0.0215,-0.0341,136,-0.1053,-0.2609,101.8390625,0.019,0.1132,1907.5,0.0289,0.0603,287936.6643,0.0217,0.0601
201905,maryland,349945,0.0293,0.0384,21066,0.0839,-0.0207,10620,0.0157,0.0436,376,-0.1296,-0.1966,169.1953125,0.0069,0.4556,1938.5,0.0128,0.8366,461408.8579,0.0133,0.0255
201905,michigan,229900,0.022,0.112,34904,0.0847,0.0243,17712,0.1219,-0.0085,456,0.0654,-0.2919,128.2232143,0.0191,0.0833,1714,0.0097,0.0202,323508.2955,0.0218,0.0476
201905,florida,335000,0.009,0.0155,152451,-0.0307,0.0607,43068,-0.0411,-0.0128,4316,0.1792,0.0435,181,3.00E-04,0.0258,1766.5,0.0054,-0.0073,650199.4133,0.0045,0.0233
201905,virginia,338500,0.026,0.0941,35365,0.0573,-0.1089,16020,0.1291,-0.0263,656,-0.012,-0.018,147.6484375,0.0056,0.0735,2181.5,0.0114,0.1054,458315.9296,0.0167,0.0704
201905,illinois,267454,0.0287,0.0698,52498,0.0608,0.0321,24576,0.0135,-0.0105,356,0.0349,-0.3688,125.8628613,0.018,0.0837,1780.5,0.0114,-0.0108,385210.6476,0.0021,0.0081
201905,utah,416750,0.0042,0.0445,11871,0.0489,0.1676,5940,0.0839,0.0458,512,-0.2,-0.2471,155.2726473,0.0113,0.0765,2710,0.0013,-0.0315,673385.0729,-0.0139,-0.0159
201905,louisiana,231648,0.0076,0.0295,19384,0.0019,0.0094,5244,0,-0.0761,268,0.5227,0.1167,117.2226562,0.0038,0.0233,1900,0.0058,0.0152,307684.3305,0.013,0.029
201905,georgia,299004,0.0257,0.0076,72342,0.0314,0.1689,29776,0.0417,0.0973,2240,0.1499,-0.3785,106.78125,0.0082,0.0203,2014,0.007,-0.0727,402661.6542,0.0125,-4.00E-04
201905,iowa,219000,-0.0011,0.0258,13307,0.0543,0.1071,5276,0.0386,0.1038,344,0.5357,0.8298,125.764844,0.0029,0.0558,1651,0.0033,-0.0123,254992.8157,0.0078,0.0216
201905,connecticut,375000,0.0138,0.0219,23343,0.0891,-0.0323,7428,0.074,0.0209,116,0.16,-0.3256,180.1484085,-0.0158,0.0062,2072,0.0319,0.0888,762042.4881,-0.0016,0.0293
201905,west virginia,174950,0.0172,0.0401,7742,0.0421,-0.0563,2148,0.0762,0.0094,60,-0.2857,-0.2105,86.48478629,0.0074,0.0514,1680,-0.0015,0.0513,237086.9324,0.015,0.0275
201905,ohio,194950,0.0301,0.1014,28846,0.0424,-0.0403,14948,0.0337,-0.0603,324,-0.069,-0.1383,100.5495605,0.0435,0.0769,1671,-9.00E-04,0.0302,273013.5037,0.0107,0.0502
201905,new hampshire,349900,0.0042,0.07,5167,0.1109,-0.1091,2880,0.2478,-0.0828,72,-0.0526,-0.25,171.1928564,0.0075,0.06,2015,0.0075,0.0208,459556.8894,0.013,0.0576
201905,wyoming,258750,0.0219,0.0023,3271,0.0184,-0.1482,1016,0.139,-0.115,20,-0.4444,-0.6154,119.7152464,0.0083,0.0208,2128,0.0038,-0.0116,530855.9471,0.0372,0.122
201905,oklahoma,209907.5,0.0165,0.1048,15000,0.0083,-0.1331,5576,0.0065,-0.1064,172,0.075,-0.3676,103.1767422,0.007,0.0595,1949.5,0.0059,0.0261,280484.5452,0.0155,0.0792
201905,alaska,297750,0.0042,0.0267,3245,0.0974,-0.0431,1136,0.048,-0.1125,44,-0.3889,-0.0833,168.0233893,-0.0036,0.007,1769,0.0083,0.0086,331601.5449,0.0053,0.0093
201905,pennsylvania,224950,0.023,0.0636,42593,0.0466,-0.059,18060,0.0571,-0.0269,620,0.0403,-0.3348,99.328125,0.0323,0.0142,1542,0.0225,0.0256,321043.2718,0.0167,0.0477
201905,washington,479975,0.0106,0.128,16619,0.1096,0.1175,11660,0.1216,-0.0132,440,0.1702,-0.1912,228.5604181,0.0278,0.1402,2079.5,-0.0043,-0.0098,675624.4874,0.0105,0.0996
201905,south dakota,241700,-0.0062,0.0126,3768,0.1115,0.0061,1540,0.323,0.0665,32,1,-0.2727,122.3503773,0.0067,0.0409,2005,-0.0055,-0.015,304139.9038,0.0027,0.0229
201905,nevada,335000,0.0153,-0.0908,12677,0.0912,0.8238,5900,-0.105,0.2837,340,0.3934,-0.2056,177.3655105,0.0044,-0.0128,1897,0.0139,-0.0873,568588.1923,3.00E-04,-0.2023
201905,california,577000,0.0141,0.0491,85102,0.0799,0.1416,47472,0.0379,-0.0069,1876,0.1495,0.0196,311.6875,0.0032,0.0663,1872,0.0103,-0.0142,1084357.053,0.0146,0.0281
201905,mississippi,204400,0.0225,0.0482,10722,0.0051,-0.0678,3104,0.1117,0.0251,128,0.3913,-0.2889,92.82701344,0.019,0.017,1960.5,0.0121,0,262302.0703,0.0084,0.0309
201905,maine,259450,0.038,0.081,7506,0.0665,-0.1426,2892,0.4121,-0.1063,68,0,-0.4848,150.3737413,0.0143,0.0522,1700,0.0086,0.0024,384619.1258,0.0228,0.0731
201905,delaware,319950,0.0125,0.0665,4803,0.0215,-0.1388,1576,0.0507,-0.174,160,-0.2,-0.403,148.5554519,0.0024,0.0402,1957,0.0101,0.03,419840.0911,0.0019,0.0756
201905,south carolina,287924,0.0104,0.0479,29593,0.0063,5.00E-04,9508,0.0335,0.003,1056,0.1733,-0.2143,110.375,-6.00E-04,-0.0588,1600,0,-0.1123,427519.9599,0.0055,0.0418
201905,colorado,479450,0.0024,0.0095,23176,0.1012,0.1693,13324,0.0697,0.0676,652,-0.151,-0.1598,197.375,0.0066,0.0671,2417.5,0.0067,-0.0295,859732.2857,-0.032,-0.0236
201905,new jersey,389450,0.036,0.082,50652,0.057,0.0315,19636,-0.0026,-0.0162,448,0.0467,-0.2432,37,0.117,0.1845,610,0.0618,-0.0209,557903.5087,0.0083,0.0437
201905,new mexico,254950,0.02,0.0627,7951,0.0534,-0.1508,2728,0.1217,-0.1038,116,0.9333,0,126.0282106,0.0114,0.0442,1951.5,-0.0028,0.0117,382090.8839,0.028,0.0554
201905,indiana,217450,0.0382,0.1481,16648,0.0366,-0.1074,8452,0.0731,-0.1354,208,-0.0189,-0.4222,97.69696106,0.0132,0.0743,2041,0.019,0.0445,285538.3966,0.0218,0.098
201905,tennessee,294900,0.0172,0.0822,26402,0.0365,-0.0144,11896,0.0862,0.0298,648,0.08,-0.0795,127.328125,0.0111,0.0882,2073,0.0112,0.0365,400399.8253,0.0146,0.0895
201905,alabama,236450,0.0085,0.1039,22587,0.002,-0.1393,7160,0.0443,-0.0245,592,0.2982,-0.1591,107.2546055,0.0095,0.078,2000,0.006,0.0101,310100.5073,0.0052,0.0791
201905,north carolina,319950,0.0125,0.1037,43912,0.0337,-0.1024,16744,0.0758,-0.0478,1228,-0.0808,-0.1376,130.671875,0.0135,0.061,1994,0.0225,-0.0505,426019.2334,0.0127,0.0822
201905,massachusetts,549000,0.0168,0.0515,18532,0.1169,0.1104,11124,0.1018,-0.0022,164,-0.0238,-0.3971,269.7767201,0.003,0.0606,2000,0.0018,0,845333.1573,0.006,0.0342
201905,oregon,429000,0.0094,-0.0023,15769,0.076,0.0457,8572,0.1939,0.0423,308,-0.1047,-0.0723,219.5517433,0.005,0.0338,1987,0.0052,-0.0233,561288.5326,0.0039,-0.0191
201905,vermont,288000,-0.0035,0.0473,4584,0.0497,-0.0921,1316,0.5519,-0.0627,28,0.4,-0.3,143.2537557,0.0055,0.0238,2013.5,0.0027,0.0169,407195.94,-0.0203,0.0336
201905,idaho,357450,0.0376,0.0785,7321,0.0581,-0.0945,4184,0.2787,0.0136,236,0.2041,-0.2133,168.5911089,0.0231,0.0705,2190,0.0226,0.0069,568080.6247,0.0178,0.079
201905,kansas,199650,0.0511,0.1098,9835,0.018,-0.0433,4012,-0.0079,-0.0547,108,-0.129,-0.4808,93.75386693,0.0239,0.1631,2041.5,0.0231,0.097,284956.6538,0.0269,0.1111
201905,texas,300000,0.0018,3.00E-04,105063,0.0302,0.0666,42812,0.0208,0.0114,4396,0.0223,0.1792,132,0.0076,0.0392,2282.5,0.0082,-0.017,426069.2878,0.0137,0.0088
201905,district of columbia,650450,8.00E-04,0.0117,1500,0.0745,0.0631,1200,0.0101,0.0791,24,0,-0.1429,501.4126273,0.0161,0.0579,1426.5,0.0028,0.6723,1001893.354,0.0137,-0.0087
201905,hawaii,696450,-0.0022,0.0115,6070,-0.0141,0.1344,1768,-0.0556,0.06,48,0,-0.25,507.3656246,-0.0105,0.0022,1359,0.0063,-0.0026,1344590.321,0.0018,0.0188
201904,minnesota,299450,0.0179,0.0329,17904,0.1512,0.126,8924,0.3311,0.0629,228,0.2955,-0.1364,144.2243304,8.00E-04,0.0469,2041.071429,-0.0037,-0.0473,387224.7274,0.0028,-5.00E-04
201904,west virginia,172000,0.0186,0.0427,7429,0.0058,-0.0571,1996,0.1797,-0.0099,84,-0.087,-0.3,85.84747435,0.0136,0.0621,1682.571429,0,0.0609,233573.2477,0.0112,0.0252
201904,ohio,189250,0.0614,0.1172,27672,0.0049,-0.0369,14460,0.1332,-0.0036,348,0.1918,0.0482,96.36010742,0.0465,0.064,1672.571429,0.0054,0.0506,270126.6847,0.0304,0.0668
201904,massachusetts,539950,0.0453,0.0537,16593,0.0753,0.1244,10096,0.3235,-0.0175,168,0.05,-0.4474,268.9824964,0.0262,0.0658,1996.5,0.0322,0.0088,840315.9119,0.0314,0.0257
201904,indiana,209450,0.0728,0.1483,16060,-0.055,-0.0899,7876,0.1232,-0.0799,212,-0.0862,-0.2838,96.42241008,0.0272,0.0772,2003,0.0323,0.0335,279442.0114,0.0671,0.0979
201904,kansas,189950,0.0475,0.0857,9661,5.00E-04,-0.0103,4044,0.2269,-0.0444,124,-0.1143,-0.4038,91.56414179,0.0355,0.1578,1995.5,0.0319,0.0919,277482.6247,0.0259,0.1009
201904,hawaii,698000,-8.00E-04,0.019,6157,-0.0272,0.1347,1872,0.0808,0.0612,48,0,-0.2,512.7753434,3.00E-04,0.0127,1350.5,0.0062,-0.007,1342213.068,0.0276,0.0148
201904,kentucky,210000,0.0352,0.1056,13714,1.00E-04,-0.0077,5220,0.1508,-0.0136,152,-0.2692,0.027,99.9375,0.0226,0.1115,1854,0.023,0.0513,281814.2978,0.0307,0.067
201904,montana,354950,0.0247,0.0305,6122,0.0015,-0.099,1916,0.3493,-0.0224,56,0.75,-0.1765,167.1948307,0.0111,0.0663,2159,0.026,-0.0182,615008.0384,0.0132,0.0185
201904,utah,415000,0.0212,0.0401,11318,-0.0023,0.1912,5480,0.181,0.0316,640,0.2698,-0.3361,153.5403654,0.0036,0.0637,2706.571429,0.0169,-0.0185,682858.9417,-0.0037,-0.0313
201904,district of columbia,649949.5,0.0225,0.0483,1396,0.0584,0.041,1188,0.2024,0.0206,24,0.5,0,493.4535874,0.0168,0.0605,1422.5,0.0068,0.7465,988309.9573,0.0231,-0.001
201904,pennsylvania,219900,0.0548,0.0998,40695,0.0168,-0.0552,17084,0.1994,-0.0253,596,-0.255,-0.2767,96.21875,0.0522,0.0068,1508,0.0276,0.0124,315756.0353,0.0285,0.0541
201904,new mexico,249950,0.0234,0.0659,7548,-3.00E-04,-0.1604,2432,0.1322,-0.1739,60,0.0714,-0.5,124.6017563,0.0114,0.0413,1957,0.0089,0.023,371690.749,0.0057,0.0423
201904,mississippi,199900,0.016,0.0469,10668,-0.0054,-0.1141,2792,0.0673,-0.1131,92,-0.2333,-0.4773,91.09674663,3.00E-04,-0.0025,1937,0.0109,-0.0041,260109.8945,0.0155,0.0406
201904,new hampshire,348450,0.0349,0.0805,4651,0.0267,-0.0843,2308,0.2598,-0.1297,76,0,-0.3214,169.9193175,0.0187,0.0685,2000,0.0192,0.0134,453660.8079,0.0335,0.0749
201904,south carolina,284950,0.0206,0.0555,29409,0.0146,0.0066,9200,0.055,-0.0133,900,0.0135,-0.344,110.4401154,-0.0598,-0.0541,1600,-0.066,-0.1119,425173.9245,0.0249,0.0431
201904,nebraska,251778.5714,0.0102,0.0493,4523,-0.0826,0.046,2600,-0.3143,0.0744,160,0,0.9048,119.6980499,-0.0311,0.0569,1915.5,0.083,0.0221,292210.803,5.00E-04,-0.006
201904,maryland,340000,0.035,0.0398,19436,0.0578,-0.0424,10456,0.2537,-0.0046,432,-0.0357,-0.3374,168.0423108,0.0199,0.4824,1914,0.0357,0.8211,455362.1371,0.0406,0.0324
201904,nevada,329944,0.0105,-0.1021,11617,-0.0012,0.7485,6592,0.1933,0.5503,244,-0.1528,-0.4554,176.5915793,0.0036,-0.0043,1871,0.0096,-0.1095,568433.4694,0.0025,-0.217
201904,tennessee,289900,0.0401,0.0839,25473,-0.0232,-0.0174,10952,0.1582,-0.027,600,0.1538,-0.3182,125.9296875,0.0154,0.0952,2050,0.0337,0.0296,394621.2617,0.047,0.0906
201904,idaho,344490,0.0151,0.0682,6919,0.0398,-0.0699,3272,0.2119,-0.1214,196,-0.1833,-0.5586,164.7821499,0.0162,0.0856,2141.571429,0.0014,-0.0092,558148.7644,-0.0087,0.0734
201904,connecticut,369900,0.0319,0.0214,21433,0.0587,-0.0269,6916,0.2015,-0.049,100,0.087,-0.3421,183.0476974,0.0078,0.0342,2008,0.0323,0.0764,763291.9334,0.0147,0.0238
201904,arizona,349950,0.0183,0.0509,26560,-0.0223,0.025,11664,0.0425,-0.0452,832,-0.0048,-0.3269,171.6757812,0.009,0.0552,2116,0.0107,-0.0024,550442.0688,0.0169,0.0347
201904,oklahoma,206503,0.0343,0.0874,14876,-0.0055,-0.1209,5540,0.1187,-0.087,160,0.0256,-0.3103,102.4590164,0.0196,0.059,1938,0.0166,0.02,276193.087,0.0238,0.0713
201904,alaska,296500,0.0169,0.0405,2957,0.0583,-0.0535,1084,0.1631,0.0504,72,-0.1429,0.5,168.6233241,-0.0027,0.0141,1754.5,0.0174,0.0153,329851.7315,0.0064,0.0128
201904,vermont,289000,0.008,0.0627,4367,-0.018,-0.0977,848,0.3333,-0.0901,20,-0.4444,-0.375,142.4766265,-0.0012,0.0233,2008,0.0023,0.0248,415642.8536,0.0075,0.0534
201904,alabama,234450,0.0373,0.1036,22541,-9.00E-04,-0.1071,6856,0.121,-0.0902,456,0.0179,-0.2028,106.2480469,0.0167,0.0729,1988,0.0086,0.0056,308484.3966,0.0338,0.099
201904,texas,299450,0.025,0.0015,101979,0.0233,0.0871,41940,0.1121,0.0193,4300,0.1071,0.2011,131.0078125,0.0138,0.0389,2264,0.0139,-0.0165,420318.2501,0.0324,0.0051
201904,virginia,329925,0.0566,0.0729,33449,0.0404,-0.0809,14188,0.1147,-0.1261,664,0.0993,-0.2095,146.8203125,0.0295,0.0615,2157,0.0357,0.0785,450780.8483,0.0504,0.0431
201904,oregon,425000,0.0068,0,14655,0.0505,0.0724,7180,0.257,-0.0406,344,0.1622,-0.0851,218.4624537,0.013,0.0383,1976.785714,-0.0028,-0.0185,559113.4855,-0.0038,-0.0142
201904,missouri,208500,0.041,0.0979,21305,-0.0067,-0.0853,9056,0.1922,-0.0479,288,0.1803,-0.3455,107.8560957,0.0266,0.1628,1765,0.0122,0.062,279769.4663,0.0263,0.0437
201904,rhode island,367450,0.0148,0.0012,3348,0.0372,0.1814,1876,0.2745,0.1167,8,-0.3333,-0.75,216.1996153,0.003,0.0115,1642.714286,0.0037,-0.0239,587013.4098,0.0125,-0.0104
201904,colorado,478297.5,0.0126,0.0034,21047,0.0482,0.1549,12456,0.2032,0.0756,768,0.0787,0.0378,196.0729167,0.0066,0.0621,2401.5,0.0135,-0.0407,888142.2258,-0.0232,-0.041
201904,wyoming,253200,0.0219,0.0088,3212,0.005,-0.1307,892,0.2253,-0.1044,36,-0.4375,0,118.731405,0.0092,0.0213,2120,0.0126,-0.0042,511794.6808,-0.014,0.1117
201904,iowa,219250,0.0311,0.0453,12622,0.0389,0.0904,5080,0.3257,0.1545,224,0.8065,0.5556,125.407231,0.0184,0.0636,1645.5,0.0052,-0.0129,253010.4078,0.023,0.014
201904,north dakota,239782.5,0.0138,0.0033,3337,0.051,0.0331,1144,0.318,0.0712,28,0,0,112.1819842,0.0051,-0.0068,2120.785714,0.0031,-0.0015,285806.0553,0.0101,0.0507
201904,new york,488212,0.0461,0.1097,67388,0.0499,0.0672,22208,0.2162,-0.0206,600,0.0135,-0.3243,161.6875,0.0394,0.1126,1508,0.01,0.0053,1095438.223,0.0169,-0.0096
201904,north carolina,316000,0.0469,0.1032,42479,-0.0044,-0.0983,15564,0.1063,-0.0397,1336,-0.0824,0,128.9375,0.0093,0.0607,1950.214286,-3.00E-04,-0.0599,420671.6661,0.0465,0.0842
201904,delaware,315995,0.0263,0.056,4702,0.0171,-0.1393,1500,0.087,-0.1458,200,0.1364,-0.1525,148.1975695,0.0151,0.0435,1937.5,0.0261,0.0431,419040.2539,0.0298,0.0922
201904,washington,474950,0.031,0.1323,14977,0.0275,0.1735,10396,0.2382,-0.0617,376,0.0805,-0.2358,222.3875667,0.0195,0.1275,2088.5,0.0114,0.0075,668619.5183,0.0279,0.102
201904,arkansas,189900,0.0165,0.0568,14953,-0.0168,-0.0317,4472,0.1058,-0.0115,152,0.0556,-0.0256,94.70500167,0.0133,0.0675,1885.5,0.0323,0.068,259663.3795,0.025,0.0563
201904,south dakota,243200,0.0212,0.0351,3390,0.0444,-0.0289,1164,0.3227,-0.0332,16,-0.4286,-0.3333,121.5395755,0.009,0.0388,2016,0.0126,-0.0103,303331.2863,0.0276,0.0337
201904,new jersey,375916,0.0421,0.0778,47922,0.0605,0.0411,19688,0.1243,0.0018,428,0,-0.2074,33.125,1.3966,-0.2183,574.5,1.36,-0.2304,553324.5393,0.0273,0.0556
201904,california,569000,0.0304,0.0402,78809,0.0181,0.1542,45740,0.1558,-0.0033,1632,-0.0097,-0.0973,310.6875,0.0186,0.0734,1853,0.0153,-0.0204,1068761.573,0.0261,0.0173
201904,louisiana,229900,0.0151,0.0335,19347,0.0052,0.0268,5244,0.0405,-0.0382,176,-0.3016,-0.2542,116.7801011,0.0115,0.0288,1889,0.0111,0.0156,303748.3723,0.0225,0.0269
201904,florida,332000,0.0078,0.0062,157285,-0.028,0.0838,44912,-0.0239,3.00E-04,3660,-0.0625,-0.2674,180.9375,0.0045,0.0231,1757,0.0061,-0.0126,647268.7255,0.0059,0.0121
201904,maine,249950,0.0236,0.0582,7038,-0.0282,-0.1198,2048,0.3474,-0.1142,68,0.2143,-0.3704,148.2587378,0.0248,0.071,1685.5,0.0023,-0.0085,376028.6753,0.0303,0.0576
201904,wisconsin,254950,0.0439,0.1087,20527,0.1728,0.0863,14164,0.585,0.9245,184,0.0952,0.0952,131.7976604,0.0256,0.0869,1817.5,0.014,0.0171,341214.0808,0.0445,0.0956
201904,illinois,260000,0.0462,0.0417,49491,0.0473,0.032,24248,0.1673,0.0457,344,-0.211,-0.411,123.6354368,0.0336,0.0861,1760.5,0.0193,-0.0211,384386.0758,0.0248,0.006
201904,michigan,224950,0.0681,0.1293,32177,0.0079,0.0325,15788,0.2626,0.1184,428,-0.0696,-0.2411,125.8246403,0.028,0.0896,1697.5,0.0253,0.026,316604.9032,0.0393,0.0427
201904,georgia,291500,0.0152,0.0039,70137,0.0532,0.1712,28584,0.1195,0.0727,1948,-0.0102,-0.4409,105.9140625,0.5255,0.0264,2000,0.4,-0.0743,397693.3247,0.0029,-0.0085
201903,minnesota,294185.7143,0.0217,0.0218,15553,0.1109,0.0299,6704,0.367,-0.0881,176,0.2941,-0.3803,144.1071429,0.0043,0.058,2048.571429,3.00E-04,-0.0396,386129.7663,0.0116,0.0026
201903,kansas,181328.5714,0.0515,0.0761,9656,-0.0083,0.0302,3296,0.1413,-0.1677,140,0.129,-0.0541,88.42716188,0.0287,0.1513,1933.857143,0.0232,0.0756,270465.138,0.0175,0.1164
201903,utah,406374.8571,0.0199,0.042,11344,-0.0018,0.2394,4640,0.1384,-0.0252,504,0.0678,-0.4194,152.9963602,0.01,0.082,2661.571429,0.017,-0.0322,685393.3838,0.0106,-0.0421
201903,new mexico,244242.8571,0.018,0.0624,7550,-0.0186,-0.1445,2148,-0.0661,-0.149,56,-0.3913,-0.5,123.1972276,0.0096,0.0431,1939.714286,0.0079,0.0231,369573.4713,0.0094,0.0488
201903,new hampshire,336714.2857,0.0345,0.0555,4530,0.0038,-0.0262,1832,0.3431,-0.0458,76,-0.2692,0.3571,166.7959433,0.0089,0.0578,1962.285714,0.0215,-0.0029,438942.5088,0.0208,0.0543
